Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,359.7900085449219,372.32000732421875,359.25,370.95001220703125,367.614990234375,4708200
2022-01-04,371.989990234375,382.3999938964844,371.6499938964844,375.3900146484375,372.01507568359375,6854500
2022-01-05,374.0,382.5,372.510009765625,373.8999938964844,370.5384216308594,5976600
2022-01-06,368.69000244140625,374.2200012207031,366.5,370.0,367.1546936035156,4781100
2022-01-07,366.3900146484375,371.7900085449219,364.1099853515625,369.6499938964844,366.8073425292969,4551200
2022-01-10,370.9100036621094,370.9100036621094,348.7699890136719,363.9100036621094,361.1114807128906,6009300
2022-01-11,363.5299987792969,368.05999755859375,356.0899963378906,366.2900085449219,363.47320556640625,4131200
2022-01-12,368.94000244140625,372.1199951171875,367.07000732421875,367.30999755859375,364.4853515625,5783100
2022-01-13,368.6099853515625,377.67999267578125,367.8800048828125,369.5199890136719,366.6783752441406,3892900
2022-01-14,364.32000732421875,374.7799987792969,364.1499938964844,372.1400146484375,369.2782287597656,4029900
2022-01-18,370.7900085449219,372.1400146484375,365.20001220703125,366.29998779296875,363.4831237792969,4933900
2022-01-19,362.4100036621094,369.29998779296875,359.7099914550781,360.7300109863281,357.9559631347656,4464800
2022-01-20,361.8299865722656,373.07000732421875,361.6700134277344,364.0,361.2008361816406,5043200
2022-01-21,362.5,368.1300048828125,354.1099853515625,355.0799865722656,352.34942626953125,4867100
2022-01-24,342.57000732421875,350.1000061035156,330.5899963378906,349.4200134277344,346.7329406738281,7472800
2022-01-25,343.32000732421875,347.0400085449219,333.3900146484375,338.760009765625,336.15496826171875,6994400
2022-01-26,343.3599853515625,354.7699890136719,341.25,344.6600036621094,342.0095520019531,7438600
2022-01-27,349.0799865722656,359.6300048828125,334.3299865722656,350.5299987792969,347.83441162109375,8416100
2022-01-28,359.04998779296875,382.7699890136719,355.3800048828125,382.510009765625,379.5684814453125,8813400
2022-01-31,378.67999267578125,386.54998779296875,376.2900085449219,386.3800048828125,383.40875244140625,6345200
2022-02-01,385.760009765625,395.5,382.4200134277344,392.05999755859375,389.0450439453125,5841100
2022-02-02,389.2900085449219,399.9200134277344,382.75,396.75,393.698974609375,6115000
2022-02-03,388.5400085449219,392.94000244140625,386.489990234375,390.07000732421875,387.0703430175781,4209200
2022-02-04,387.57000732421875,388.1499938964844,376.4100036621094,382.20001220703125,379.2608947753906,6045400
2022-02-07,382.20001220703125,382.3999938964844,373.30999755859375,376.1300048828125,373.237548828125,4767500
2022-02-08,377.5400085449219,379.7699890136719,370.5400085449219,374.3699951171875,371.4910888671875,5825300
2022-02-09,385.6000061035156,388.45001220703125,380.6000061035156,381.3699951171875,378.437255859375,5492800
2022-02-10,371.7200012207031,380.0,370.55999755859375,374.3900146484375,371.51092529296875,3995000
2022-02-11,377.8599853515625,380.8999938964844,367.6400146484375,369.7699890136719,366.92645263671875,4345600
2022-02-14,368.82000732421875,377.2900085449219,366.760009765625,374.1600036621094,371.28271484375,3678400
2022-02-15,374.5799865722656,383.07000732421875,373.3999938964844,381.5400085449219,378.60595703125,5800400
2022-02-16,379.9599914550781,385.0,376.7799987792969,382.92999267578125,379.9852600097656,3424800
2022-02-17,378.6000061035156,381.2900085449219,372.1700134277344,373.70001220703125,370.82623291015625,3972500
2022-02-18,374.510009765625,374.80999755859375,369.0,369.95001220703125,367.10504150390625,4083800
2022-02-22,365.0,374.32000732421875,363.79998779296875,368.2900085449219,365.4578552246094,3897900
2022-02-23,371.9700012207031,373.55999755859375,360.1300048828125,361.2300109863281,358.4521179199219,3802500
2022-02-24,345.94000244140625,370.5400085449219,341.30999755859375,369.3800048828125,366.5394287109375,7425000
2022-02-25,367.2200012207031,372.5899963378906,361.70001220703125,369.0899963378906,366.2516784667969,3817900
2022-02-28,362.19000244140625,365.3599853515625,355.6600036621094,360.82000732421875,358.0452575683594,4952400
2022-03-01,357.8500061035156,361.5799865722656,341.2200012207031,344.4800109863281,341.8309326171875,5894200
2022-03-02,342.9599914550781,348.32000732421875,338.69000244140625,344.0899963378906,341.44390869140625,4997900
2022-03-03,347.6300048828125,349.5,340.70001220703125,340.989990234375,338.3677673339844,3975900
2022-03-04,336.8999938964844,338.8299865722656,324.0,330.760009765625,328.2164306640625,4670900
2022-03-07,329.5799865722656,329.79998779296875,312.1099853515625,312.9200134277344,310.5136413574219,6874300
2022-03-08,311.3900146484375,324.7300109863281,305.6099853515625,314.3299865722656,311.9127502441406,5048200
2022-03-09,323.1499938964844,329.45001220703125,321.1099853515625,328.1300048828125,325.6066589355469,4015900
2022-03-10,321.94000244140625,326.1199951171875,319.75,324.5899963378906,322.0938720703125,3771300
2022-03-11,330.0299987792969,330.9700012207031,324.0299987792969,324.7900085449219,322.2923583984375,2987700
2022-03-14,329.1000061035156,336.8800048828125,327.260009765625,328.5899963378906,326.0631103515625,4122700
2022-03-15,332.4200134277344,338.3800048828125,331.2099914550781,335.0,332.4238586425781,3738900
2022-03-16,341.989990234375,350.94000244140625,336.67999267578125,344.67999267578125,342.0293884277344,4340800
2022-03-17,341.6000061035156,346.8800048828125,339.75,346.44000244140625,343.77587890625,3244200
2022-03-18,346.70001220703125,352.739990234375,342.489990234375,350.0899963378906,347.39776611328125,6790800
2022-03-21,346.0199890136719,350.0,342.489990234375,345.5799865722656,342.9224548339844,6053800
2022-03-22,346.7799987792969,353.92999267578125,345.510009765625,349.5299987792969,346.84210205078125,4669900
2022-03-23,343.3999938964844,346.7300109863281,341.75,342.17999267578125,339.5486145019531,2527800
