Date,Gm#,Home,Opp,Win,R,RA,Inn,W-L,Rank,GB,Time,Day Game,Attendance,cLI,Streak
2022-08-07,109,0,26,0,9,12,9.0,31,1,-9.5,265,1,46472.0,0.31,-5
2022-08-08,110,0,24,1,9,4,9.0,32,1,-10.5,204,0,35843.0,0.32,1
2022-08-09,111,0,24,0,0,1,13.0,31,1,-10.5,247,0,38804.0,0.26,-1
2022-08-10,112,0,24,0,3,4,9.0,30,1,-10.0,164,1,43280.0,0.28,-2
2022-08-12,113,0,4,0,2,3,10.0,29,1,-10.0,204,0,36434.0,0.29,-3
2022-08-13,114,0,4,1,3,2,9.0,30,1,-10.0,194,0,36672.0,0.34,1
2022-08-14,115,0,4,0,0,3,9.0,29,1,-10.0,135,0,36581.0,0.28,-1
2022-08-15,116,1,27,0,0,4,9.0,28,1,-10.0,201,0,42192.0,0.39,-2
2022-08-16,117,1,27,0,1,3,9.0,27,1,-9.0,171,0,41083.0,0.51,-3
2022-08-17,118,1,27,1,8,7,10.0,28,1,-10.0,228,0,42512.0,0.58,1
2022-08-18,119,1,29,0,2,9,9.0,27,1,-9.0,189,0,41419.0,0.46,-1
2022-08-19,120,1,29,0,0,4,9.0,26,1,-8.0,172,0,46194.0,0.61,-2
2022-08-20,121,1,29,0,2,5,9.0,25,1,-7.0,191,1,45538.0,0.72,-3
2022-08-21,122,1,29,1,4,2,9.0,26,1,-8.0,179,1,46958.0,0.89,1
2022-08-22,123,1,18,1,4,2,9.0,27,1,-8.0,168,0,48760.0,0.57,2
2022-08-23,124,1,18,1,4,2,9.0,28,1,-8.0,203,0,49217.0,0.52,3
2022-08-25,125,0,20,1,13,4,9.0,29,1,-7.5,214,0,10876.0,0.52,4
2022-08-26,126,0,20,1,3,2,9.0,30,1,-8.5,170,0,16821.0,0.5,5
2022-08-27,127,0,20,0,2,3,11.0,29,1,-8.5,187,0,36529.0,0.35,-1
2022-08-28,128,0,20,0,1,4,9.0,28,1,-7.5,199,1,29498.0,0.34,-2
2022-08-29,129,0,13,0,3,4,9.0,27,1,-7.0,180,0,44537.0,0.41,-3
2022-08-30,130,0,13,1,7,4,9.0,28,1,-7.0,179,0,42684.0,0.47,1
2022-08-31,131,0,13,0,2,3,9.0,27,1,-6.0,163,0,43555.0,0.49,-1
2022-09-02,132,0,27,0,0,9,9.0,26,1,-5.0,204,0,17886.0,0.86,-2
2022-09-03,133,0,27,0,1,2,9.0,25,1,-4.0,159,0,21754.0,1.13,-3
2022-09-04,134,0,27,1,2,1,9.0,26,1,-5.0,217,1,25025.0,1.33,1
2022-09-05,135,1,17,1,5,2,9.0,27,1,-5.0,178,1,38446.0,0.73,2
2022-09-07,137,1,17,1,7,1,9.0,29,1,-5.0,197,1,30157.0,0.64,4
2022-09-08,138,1,17,0,3,4,9.0,28,1,-4.5,201,0,35551.0,0.59,-1
2022-09-09,139,1,27,0,2,4,9.0,27,1,-3.5,212,0,46160.0,1.13,-2
2022-09-10,140,1,27,1,10,3,9.0,28,1,-4.5,167,1,43088.0,1.48,1
2022-09-11,141,1,27,1,10,4,9.0,29,1,-5.5,191,1,36402.0,1.15,2
2022-09-13,142,0,4,1,7,6,10.0,30,1,-6.0,217,0,34250.0,0.55,3
2022-09-14,143,0,4,1,5,3,9.0,31,1,-6.0,187,0,36581.0,0.4,4
2022-09-16,144,0,16,0,6,7,9.0,30,1,-5.5,249,0,36011.0,0.29,-1
2022-09-17,145,0,16,0,1,4,9.0,29,1,-4.5,176,0,41210.0,0.35,-2
2022-09-18,146,0,16,1,12,8,9.0,30,1,-5.5,226,1,35964.0,0.51,1
2022-09-20,147,1,22,1,9,8,9.0,31,1,-5.5,213,0,40157.0,0.32,2
2022-09-21,148,1,22,1,14,2,9.0,32,1,-6.5,171,0,46175.0,0.28,3
2022-09-22,149,1,4,1,5,4,10.0,33,1,-7.5,214,0,43123.0,0.16,4
2022-09-23,150,1,4,1,5,4,9.0,34,1,-8.5,180,0,47346.0,0.09,5
2022-09-24,151,1,4,1,7,5,9.0,35,1,-8.5,205,1,47611.0,0.07,6
2022-09-25,152,1,4,1,2,0,6.0,36,1,-8.5,127,0,46707.0,0.05,7
2022-09-26,153,0,29,0,2,3,10.0,35,1,-7.5,209,0,34307.0,0.05,-1
2022-09-27,154,0,29,1,5,2,9.0,36,1,-8.5,175,0,40528.0,0.03,1
2022-09-28,155,0,29,1,8,3,9.0,37,1,-9.5,200,0,37008.0,0.05,2
2022-09-30,156,1,3,0,1,2,9.0,36,1,-8.5,192,0,47583.0,0.05,-1
2022-10-01,157,1,3,1,8,0,9.0,37,1,-8.5,158,1,45428.0,0.05,1
2022-10-02,158,1,3,0,1,3,9.0,36,1,-7.5,215,1,44332.0,0.07,-1
2022-10-03,159,0,28,1,3,1,9.0,37,1,-7.5,149,0,35906.0,0.04,1
2022-10-04,161,0,28,0,2,3,9.0,37,1,-7.5,156,0,38832.0,0.1,-1
2022-10-05,162,0,28,0,2,4,9.0,36,1,-7.0,168,1,28056.0,0.03,-2
