Date,Gm#,Home,Opp,Win,R,RA,Inn,W-L,Rank,GB,Time,Day Game,Attendance,cLI,Streak
2018-05-01,29,0,11,1,4,0,9.0,9,2,2.0,177,0,34386.0,1.18,1
2018-05-02,30,0,11,1,4,0,9.0,10,2,2.0,151,0,31617.0,1.24,2
2018-05-03,31,0,11,1,6,5,9.0,11,2,1.0,191,1,34838.0,1.24,3
2018-05-04,32,1,7,1,7,6,9.0,12,2,1.0,202,0,46869.0,1.21,4
2018-05-05,33,1,7,1,5,2,9.0,13,2,1.0,151,1,43075.0,1.2,5
2018-05-06,34,1,7,1,7,4,9.0,14,2,1.0,185,1,40107.0,1.18,6
2018-05-08,35,1,4,1,3,2,9.0,15,1,0.0,209,0,45773.0,1.56,7
2018-05-09,36,1,4,1,9,6,9.0,16,1,-1.0,222,0,47088.0,1.57,8
2018-05-10,37,1,4,0,4,5,9.0,15,1,0.0,201,0,46899.0,1.57,-1
2018-05-11,38,1,20,0,5,10,9.0,14,1,0.0,182,0,43093.0,1.19,-2
2018-05-12,39,1,20,1,7,6,11.0,15,1,0.0,255,1,41859.0,1.26,1
2018-05-13,40,1,20,1,6,2,9.0,16,1,0.0,187,1,40538.0,1.26,2
2018-05-15,41,0,30,0,3,5,9.0,15,1,-0.5,175,0,41567.0,1.14,-1
2018-05-18,42,0,12,0,2,5,9.0,14,2,0.5,166,0,26433.0,1.14,-2
2018-05-19,43,0,12,1,8,3,9.0,15,2,0.5,177,0,33684.0,1.2,1
2018-05-20,44,0,12,1,10,1,9.0,16,2,0.5,151,1,24121.0,1.17,2
2018-05-21,45,0,28,1,10,5,9.0,17,1,0.0,187,0,29553.0,1.15,3
2018-05-22,46,0,28,0,4,6,9.0,16,2,1.0,187,0,30325.0,1.11,-1
2018-05-23,47,0,28,0,10,12,9.0,15,2,2.0,200,0,31304.0,1.17,-2
2018-05-25,48,1,13,1,2,1,9.0,16,2,1.5,180,0,46056.0,1.24,1
2018-05-26,49,1,13,0,4,11,9.0,15,2,2.5,210,0,44565.0,1.27,-1
2018-05-27,50,1,13,1,3,1,9.0,16,2,1.5,207,1,46109.0,1.27,1
2018-05-28,51,1,11,0,1,5,9.0,15,2,2.5,194,1,46583.0,1.28,-1
2018-05-29,52,1,11,1,6,5,10.0,16,2,2.5,227,0,45458.0,1.28,1
2018-05-30,53,1,11,1,5,3,9.0,17,2,2.5,167,0,45229.0,1.23,2
2018-06-01,54,0,3,1,4,1,9.0,18,2,1.0,183,0,26500.0,1.13,3
2018-06-02,55,0,3,1,8,5,9.0,19,2,1.0,211,0,32823.0,1.13,4
2018-06-04,57,0,10,0,2,4,9.0,19,2,1.5,187,0,24165.0,1.06,-1
2018-06-05,58,0,29,1,7,2,9.0,20,2,1.5,158,0,29308.0,1.12,1
2018-06-06,59,0,29,1,3,0,13.0,21,2,1.5,221,0,27838.0,1.06,2
2018-06-08,60,0,18,1,4,1,9.0,22,1,0.0,148,0,42961.0,1.04,3
2018-06-09,61,0,18,1,4,3,9.0,23,1,0.0,177,0,43603.0,1.02,4
2018-06-10,62,0,18,0,0,2,9.0,22,1,0.0,160,0,36171.0,1.0,-1
2018-06-12,63,1,30,1,3,0,9.0,23,2,0.5,168,0,44220.0,1.03,1
2018-06-13,64,1,30,0,4,5,9.0,22,2,1.5,198,0,45030.0,1.0,-1
2018-06-14,65,1,27,1,4,3,9.0,23,2,1.5,169,0,45066.0,1.09,1
2018-06-15,66,1,27,1,5,0,9.0,24,2,0.5,164,0,45112.0,0.99,2
2018-06-16,67,1,27,1,4,1,9.0,25,1,-0.5,167,1,46249.0,1.01,3
2018-06-17,68,1,27,0,1,3,9.0,24,2,0.5,165,1,46400.0,0.98,-1
2018-06-18,69,0,30,1,4,2,9.0,25,1,0.0,206,0,42723.0,0.99,1
2018-06-19,70,1,24,1,7,2,9.0,26,1,-1.0,148,0,45122.0,0.99,2
2018-06-20,71,1,24,1,7,5,9.0,27,1,-2.0,208,0,46047.0,1.0,3
2018-06-21,72,1,24,1,4,3,9.0,28,1,-2.0,171,1,46658.0,0.96,4
2018-06-22,73,0,27,0,1,2,9.0,27,1,-1.0,188,0,27252.0,0.91,-1
2018-06-23,74,0,27,0,0,4,9.0,26,1,-1.0,159,1,29831.0,0.88,-2
2018-06-24,75,0,27,0,6,7,12.0,25,1,0.0,256,1,23667.0,1.0,-3
2018-06-25,76,0,21,1,4,2,9.0,26,1,-0.5,200,0,44136.0,0.96,1
2018-06-26,77,0,21,1,6,0,9.0,27,1,-0.5,158,0,43568.0,0.93,2
2018-06-27,78,0,21,0,0,3,9.0,26,2,0.5,163,0,42028.0,0.89,-1
2018-06-29,79,1,4,1,8,1,9.0,27,1,0.0,161,0,47120.0,1.6,1
2018-06-30,80,1,4,0,0,11,9.0,26,2,1.0,197,0,47125.0,1.62,-1
2018-07-01,81,1,4,1,11,1,9.0,27,1,0.0,194,0,46795.0,1.71,1
2018-07-02,82,1,2,0,3,5,11.0,26,2,1.0,233,0,43792.0,1.0,-1
2018-07-03,83,1,2,1,8,5,9.0,27,2,1.0,226,0,45448.0,1.01,1
2018-07-04,84,1,2,1,6,2,9.0,28,2,1.0,187,1,46658.0,0.99,2
2018-07-06,85,0,29,0,2,6,9.0,27,2,2.0,187,0,37254.0,0.98,-1
2018-07-07,86,0,29,1,8,5,9.0,28,2,2.0,211,1,44352.0,0.98,1
2018-07-08,87,0,29,1,2,1,10.0,29,2,2.0,171,1,39866.0,0.95,2
2018-07-09,89,0,3,1,10,2,9.0,29,2,2.5,193,0,26340.0,0.98,1
2018-07-10,90,0,3,0,5,6,9.0,28,2,3.5,187,0,18418.0,0.92,-1
2018-07-11,91,0,3,1,9,0,9.0,29,2,3.5,202,0,17808.0,0.9,1
2018-07-12,92,0,7,1,7,4,9.0,30,2,3.5,187,0,31267.0,0.92,2
2018-07-13,93,0,7,0,5,6,9.0,29,2,3.5,179,0,35078.0,0.87,-1
2018-07-14,94,0,7,1,5,4,9.0,30,2,3.5,190,0,35353.0,0.89,1
2018-07-15,95,0,7,0,2,5,9.0,29,2,4.5,172,1,32644.0,0.86,-1
2018-07-20,96,1,18,0,5,7,9.0,28,2,5.5,226,0,47175.0,0.85,-2
2018-07-21,97,1,18,1,7,6,9.0,29,2,4.5,181,1,47102.0,0.8,1
2018-07-23,98,0,27,0,6,7,9.0,28,2,6.0,206,0,14670.0,0.83,-1
2018-07-24,99,0,27,1,4,0,9.0,29,2,5.0,157,0,19579.0,0.82,1
2018-07-25,100,0,27,0,2,3,9.0,28,2,5.5,166,1,27372.0,0.86,-1
2018-07-26,101,1,12,1,7,2,9.0,29,2,4.5,178,0,46965.0,0.87,1
2018-07-28,103,1,12,1,5,4,9.0,29,2,5.5,207,0,45043.0,0.86,1
2018-07-29,104,1,12,1,6,3,9.0,30,2,5.5,171,1,46192.0,0.75,2
2018-07-31,105,1,3,1,6,3,9.0,31,2,5.0,191,0,46473.0,0.69,3
2018-08-01,106,1,3,0,5,7,9.0,30,2,5.5,188,1,47206.0,0.77,-1
2018-08-02,107,0,4,0,7,15,9.0,29,2,6.5,205,0,37317.0,1.24,-2
2018-08-03,108,0,4,0,1,4,9.0,28,2,7.5,135,0,37231.0,1.12,-3
2018-08-04,109,0,4,0,1,4,9.0,27,2,8.5,153,1,36699.0,0.97,-4
2018-08-05,110,0,4,0,4,5,10.0,26,2,9.5,279,0,37830.0,0.88,-5
2018-08-06,111,0,9,1,7,0,9.0,27,2,9.0,179,0,22084.0,0.64,1
2018-08-07,112,0,9,1,4,3,13.0,28,2,9.0,266,0,19643.0,0.64,2
2018-08-08,113,0,9,1,7,3,9.0,29,2,9.0,185,0,27038.0,0.52,3
2018-08-09,114,1,28,1,7,3,9.0,30,2,8.0,151,0,43455.0,0.48,4
2018-08-10,115,1,28,0,7,12,9.0,29,2,9.0,214,0,45198.0,0.52,-1
2018-08-11,116,1,28,1,5,3,9.0,30,2,9.5,196,1,45933.0,0.49,1
2018-08-12,117,1,28,1,7,2,9.0,31,2,9.5,179,1,41304.0,0.43,2
2018-08-13,118,1,18,0,5,8,9.0,30,2,10.0,198,0,47233.0,0.42,-1
2018-08-14,119,1,27,1,4,1,9.0,31,2,10.0,152,0,40393.0,0.43,1
2018-08-15,120,1,27,0,1,6,9.0,30,2,10.0,197,0,42716.0,0.36,-1
2018-08-16,121,1,27,0,1,3,9.0,29,2,10.5,202,1,41033.0,0.41,-2
2018-08-17,122,1,29,1,7,5,7.0,30,2,10.5,152,0,42121.0,0.47,1
2018-08-18,123,1,29,1,11,6,9.0,31,2,10.5,209,1,44778.0,0.39,2
2018-08-19,124,1,29,1,10,2,9.0,32,2,9.5,198,1,43176.0,0.34,3
2018-08-21,125,0,15,1,2,1,12.0,33,2,8.0,254,0,26275.0,0.35,4
2018-08-22,126,0,15,0,3,9,9.0,32,2,9.0,205,0,25547.0,0.36,-1
2018-08-24,127,0,3,1,7,5,10.0,33,2,8.5,209,0,27150.0,0.28,1
2018-08-25,129,0,3,1,5,1,9.0,35,2,7.0,170,0,26236.0,0.32,3
2018-08-26,130,0,3,1,5,3,9.0,36,2,6.0,198,0,17343.0,0.41,4
2018-08-27,131,1,9,0,2,6,9.0,35,2,6.5,182,0,41456.0,0.47,-1
2018-08-28,132,1,9,1,5,4,9.0,36,2,6.5,183,0,40015.0,0.45,1
2018-08-29,133,1,9,0,1,4,9.0,35,2,7.5,175,0,40887.0,0.41,-1
2018-08-30,134,1,10,0,7,8,9.0,34,2,8.5,212,0,37195.0,0.29,-2
2018-08-31,135,1,10,1,7,5,9.0,35,2,7.5,190,0,41026.0,0.26,1
2018-09-01,136,1,10,1,2,1,9.0,36,2,7.5,180,1,42816.0,0.26,2
2018-09-02,137,1,10,0,7,11,9.0,35,2,7.5,221,1,43721.0,0.23,-1
2018-09-03,138,0,20,0,3,6,9.0,34,2,8.5,184,1,40546.0,0.29,-2
2018-09-04,139,0,20,1,5,1,9.0,35,2,8.5,192,0,17536.0,0.29,1
2018-09-05,140,0,20,0,2,8,9.0,34,2,9.5,173,0,21004.0,0.19,-1
2018-09-07,141,0,24,1,4,0,9.0,35,2,8.5,152,0,32195.0,0.19,1
2018-09-08,142,0,24,1,4,2,9.0,36,2,7.5,169,0,38733.0,0.16,2
2018-09-09,143,0,24,0,2,3,9.0,35,2,8.5,185,1,34917.0,0.2,-1
2018-09-10,144,0,17,1,7,2,9.0,36,2,8.0,219,0,21565.0,0.17,1
2018-09-11,145,0,17,0,5,10,9.0,35,2,9.0,184,0,20343.0,0.19,-1
2018-09-12,146,0,17,0,1,3,9.0,34,2,10.0,166,0,24134.0,0.18,-2
2018-09-14,147,1,29,1,11,0,9.0,35,2,9.5,187,0,40138.0,0.18,1
2018-09-15,148,1,29,0,7,8,9.0,34,2,10.5,234,1,43130.0,0.2,-1
2018-09-16,149,1,29,0,2,3,9.0,33,2,11.5,170,1,41758.0,0.23,-2
2018-09-18,150,1,4,1,3,2,9.0,34,2,10.5,193,0,38695.0,0.23,1
2018-09-19,151,1,4,1,10,1,9.0,35,2,9.5,197,0,43297.0,0.14,2
2018-09-20,152,1,4,0,6,11,9.0,34,2,10.5,242,0,47351.0,0.15,-1
2018-09-21,153,1,3,1,10,8,9.0,35,2,10.5,215,0,39903.0,0.2,1
2018-09-22,154,1,3,1,3,2,11.0,36,2,9.5,233,1,40185.0,0.22,2
2018-09-23,155,1,3,0,3,6,9.0,35,2,9.5,199,1,43606.0,0.22,-1
2018-09-24,156,0,27,1,4,1,9.0,36,2,9.5,181,0,13832.0,0.21,1
2018-09-25,157,0,27,1,9,2,9.0,37,2,9.0,194,0,10953.0,0.24,2
2018-09-26,158,0,27,0,7,8,9.0,36,2,9.5,232,0,11325.0,0.11,-1
2018-09-27,159,0,27,1,12,1,9.0,37,2,9.0,169,1,12349.0,0.21,1
2018-09-28,160,0,4,1,11,6,9.0,38,2,8.0,207,0,36779.0,0.15,2
2018-09-29,161,0,4,1,8,5,9.0,39,2,7.0,220,1,36375.0,0.0,3
2018-09-30,162,0,4,0,2,10,9.0,38,2,8.0,200,1,36201.0,0.0,-1
