Date,Gm#,Home,Opp,Win,R,RA,Inn,W-L,Rank,GB,Time,Day Game,Attendance,cLI,Streak
2021-05-16,40,0,3,0,6,10,9.0,4,3,2.0,193,1,11070.0,1.21,-1
2021-05-17,41,0,28,0,2,5,9.0,3,4,2.5,158,0,28040.0,1.13,-2
2021-05-18,42,0,28,1,7,4,9.0,4,4,1.5,211,0,26522.0,1.11,1
2021-05-19,43,0,28,1,2,0,9.0,5,3,1.5,142,0,31689.0,1.15,2
2021-05-20,44,0,28,1,2,0,9.0,6,3,1.5,169,1,27581.0,1.17,3
2021-05-21,45,1,9,1,2,1,9.0,7,3,1.5,173,0,14011.0,1.28,4
2021-05-22,46,1,9,1,7,0,9.0,8,3,1.5,186,1,14665.0,1.28,5
2021-05-23,47,1,9,1,5,4,9.0,9,3,0.5,217,1,14007.0,1.29,6
2021-05-25,48,1,29,0,2,6,9.0,8,3,1.0,182,0,12025.0,1.41,-1
2021-05-27,50,1,29,1,5,3,7.0,8,3,2.0,136,0,14056.0,1.38,1
2021-05-28,51,0,10,0,2,3,10.0,7,3,2.5,214,0,8000.0,1.18,-1
2021-05-29,52,0,10,0,1,6,9.0,6,3,3.5,174,1,8000.0,1.2,-2
2021-05-30,53,0,10,0,2,6,9.0,5,3,4.5,186,1,8000.0,1.13,-3
2021-05-31,54,1,27,0,1,3,9.0,4,3,5.5,163,1,17008.0,1.24,-4
2021-06-01,55,1,27,1,5,3,11.0,5,3,4.5,225,0,12537.0,1.27,1
2021-06-02,56,1,27,1,4,3,9.0,6,3,3.5,218,0,13824.0,1.34,2
2021-06-03,57,1,27,0,2,9,9.0,5,3,4.5,178,1,12614.0,1.42,-1
2021-06-04,58,1,4,0,2,5,9.0,4,3,4.5,169,0,18040.0,1.25,-2
2021-06-05,59,1,4,0,3,7,9.0,3,4,5.5,194,0,20019.0,1.18,-3
2021-06-06,60,1,4,0,5,6,10.0,2,4,6.5,229,0,19103.0,1.1,-4
2021-06-08,61,0,17,1,8,4,9.0,3,3,6.5,212,0,17949.0,0.81,1
2021-06-09,62,0,17,1,9,6,9.0,4,3,5.5,188,0,17078.0,0.85,2
2021-06-10,63,0,17,0,5,7,9.0,3,3,6.0,211,0,17728.0,0.93,-1
2021-06-12,64,0,21,0,7,8,10.0,2,3,7.5,242,1,38450.0,0.9,-2
2021-06-13,65,0,21,0,0,7,9.0,1,4,8.5,177,1,38512.0,0.81,-3
2021-06-15,66,0,29,1,6,5,9.0,2,3,8.0,211,0,7145.0,0.79,1
2021-06-16,67,0,29,1,3,2,9.0,3,3,7.0,181,0,7271.0,0.83,2
2021-06-17,68,0,29,1,8,4,9.0,4,3,6.0,223,0,7288.0,0.93,3
2021-06-18,69,1,20,0,3,5,9.0,3,3,6.0,183,0,24037.0,0.96,-1
2021-06-19,70,1,20,1,7,5,9.0,4,3,5.5,194,1,23985.0,0.94,1
2021-06-20,71,1,20,1,2,1,9.0,5,3,4.5,181,1,27807.0,1.01,2
2021-06-22,72,1,12,0,5,6,9.0,4,3,5.5,218,0,21130.0,1.05,-1
2021-06-23,73,1,12,1,6,5,9.0,5,3,4.5,220,0,25032.0,0.93,1
2021-06-24,74,1,12,1,8,1,9.0,6,3,4.0,183,1,21350.0,1.03,2
2021-06-25,75,0,4,0,3,5,9.0,5,3,5.0,217,0,36869.0,1.28,-1
2021-06-26,76,0,4,0,2,4,9.0,4,3,6.0,202,0,36857.0,1.17,-2
2021-06-27,77,0,4,0,2,9,9.0,3,4,6.5,189,1,34504.0,1.05,-3
2021-06-28,78,1,13,0,3,5,9.0,2,4,7.5,186,0,25054.0,0.82,-4
2021-06-29,79,1,13,1,11,5,9.0,3,4,7.5,211,0,23152.0,0.71,1
2021-06-30,80,1,13,0,8,11,9.0,2,4,8.5,224,0,30714.0,0.78,-1
2021-07-03,81,1,18,0,3,8,9.0,1,4,9.5,220,1,40047.0,0.7,-2
2021-07-04,83,1,18,1,4,2,7.0,1,4,10.0,134,0,42107.0,0.56,1
2021-07-06,84,0,24,1,12,1,9.0,2,4,9.5,217,0,16547.0,0.63,2
2021-07-07,85,0,24,1,5,4,9.0,3,4,8.5,182,0,17205.0,0.73,3
2021-07-08,86,0,24,0,0,4,9.0,2,4,9.0,147,1,17524.0,0.79,-1
2021-07-09,87,0,11,1,4,0,9.0,3,3,9.0,194,0,40857.0,0.69,1
2021-07-10,88,0,11,1,1,0,9.0,4,3,8.0,180,0,41259.0,0.77,2
2021-07-11,89,0,11,0,7,8,9.0,3,3,8.0,218,1,37928.0,0.85,-1
2021-07-16,90,1,4,0,0,4,9.0,2,4,9.0,183,0,40130.0,0.89,-2
2021-07-17,91,1,4,1,3,1,6.0,3,4,8.0,163,0,37095.0,0.7,1
2021-07-18,92,1,4,1,9,1,9.0,4,4,7.0,224,0,40309.0,0.84,2
2021-07-20,93,1,21,1,6,4,9.0,5,3,7.0,226,0,36106.0,0.7,3
2021-07-21,94,1,21,1,6,5,10.0,6,3,7.0,257,0,34112.0,0.82,4
2021-07-22,95,0,4,0,4,5,10.0,5,3,8.0,228,0,34761.0,1.05,-1
2021-07-23,96,0,4,0,2,6,9.0,4,3,9.0,206,0,34922.0,0.89,-2
2021-07-24,97,0,4,1,4,3,9.0,5,3,8.0,182,1,35136.0,0.74,1
2021-07-25,98,0,4,0,4,5,9.0,4,3,9.0,170,1,32009.0,0.86,-1
2021-07-27,99,0,27,1,4,3,9.0,5,3,9.0,218,0,12678.0,0.75,1
2021-07-28,100,0,27,1,3,1,10.0,6,3,8.5,205,0,11525.0,0.89,2
2021-07-29,101,0,27,0,0,14,9.0,5,3,8.5,179,1,14134.0,1.02,-1
2021-07-30,102,0,15,1,3,1,9.0,6,3,7.5,197,0,18462.0,0.77,1
2021-07-31,103,0,15,1,4,2,9.0,7,3,7.0,205,0,25767.0,0.78,2
2021-08-01,104,0,15,1,3,1,9.0,8,3,7.0,184,1,20758.0,0.91,3
2021-08-02,105,1,3,0,1,7,9.0,7,3,7.0,192,0,28879.0,0.99,-1
2021-08-03,106,1,3,1,13,1,9.0,8,3,6.0,184,0,30815.0,0.93,1
2021-08-04,107,1,3,1,10,3,9.0,9,3,6.0,176,0,30055.0,1.06,2
2021-08-05,108,1,24,1,5,3,9.0,10,3,5.5,193,0,33211.0,1.23,3
2021-08-06,109,1,24,1,3,2,11.0,11,3,5.5,256,0,43180.0,1.31,4
2021-08-07,110,1,24,1,5,4,9.0,12,3,5.5,191,1,35165.0,1.39,5
2021-08-08,111,1,24,0,0,2,9.0,11,3,6.5,228,1,35437.0,1.39,-1
2021-08-09,112,0,12,1,8,6,11.0,12,3,6.0,292,0,18477.0,1.2,1
2021-08-10,113,0,12,0,4,8,9.0,11,3,7.0,183,0,18218.0,1.28,-1
2021-08-11,114,0,12,1,5,2,9.0,12,3,6.0,202,1,13748.0,1.17,1
2021-08-12,115,0,9,0,8,9,9.0,11,3,7.0,209,0,7832.0,1.3,-1
2021-08-14,116,0,9,1,7,5,10.0,12,3,6.5,260,0,38477.0,1.16,1
2021-08-15,117,0,9,1,5,3,9.0,13,3,5.5,228,1,37696.0,1.24,2
2021-08-16,118,1,13,1,2,1,9.0,14,3,5.5,169,0,37010.0,1.35,3
2021-08-17,120,1,4,1,2,0,7.0,16,2,5.0,151,0,35237.0,1.93,5
2021-08-18,121,1,4,1,5,2,9.0,17,2,5.0,221,0,39166.0,1.89,6
2021-08-19,122,1,17,1,7,5,9.0,18,2,5.0,174,0,30019.0,1.5,7
2021-08-20,123,1,17,1,10,2,9.0,19,2,4.0,182,0,39124.0,1.49,8
2021-08-21,124,1,17,1,7,1,9.0,20,2,4.0,184,1,35247.0,1.58,9
2021-08-23,125,0,2,1,5,1,9.0,21,2,4.0,178,0,39176.0,1.45,10
2021-08-24,126,0,2,1,5,4,9.0,22,2,4.0,215,0,37426.0,1.47,11
2021-08-26,127,0,20,1,7,6,9.0,23,2,4.0,223,0,8147.0,1.41,12
2021-08-27,128,0,20,1,8,2,9.0,24,2,4.0,207,0,22463.0,1.42,13
2021-08-28,129,0,20,0,2,3,9.0,23,2,5.0,165,1,18337.0,1.24,-1
2021-08-29,130,0,20,0,1,3,9.0,22,2,6.0,192,1,18468.0,1.25,-2
2021-08-30,131,0,13,0,7,8,9.0,21,2,7.0,190,0,29436.0,1.05,-3
2021-08-31,132,0,13,0,4,6,9.0,20,2,8.0,192,0,34813.0,0.98,-4
2021-09-01,133,0,13,1,4,1,9.0,21,2,7.0,170,1,28753.0,1.0,1
2021-09-03,134,1,3,1,4,3,11.0,22,2,6.5,228,0,34085.0,1.18,2
2021-09-04,135,1,3,0,3,4,9.0,21,2,7.5,234,1,34571.0,1.08,-1
2021-09-05,136,1,3,0,7,8,9.0,20,2,7.5,241,1,33091.0,1.06,-2
2021-09-06,137,1,29,0,0,8,9.0,19,2,8.5,165,1,31196.0,1.37,-3
2021-09-07,138,1,29,0,1,5,9.0,18,2,9.5,176,0,30164.0,1.47,-4
2021-09-08,139,1,29,0,3,6,9.0,17,3,9.5,234,0,25873.0,1.53,-5
2021-09-09,140,1,29,0,4,6,9.0,16,3,10.0,210,0,30112.0,1.81,-6
2021-09-10,141,0,18,0,3,10,9.0,15,3,10.0,203,0,37288.0,1.44,-7
2021-09-11,142,0,18,1,8,7,9.0,16,3,10.0,238,0,43144.0,1.45,1
2021-09-12,143,0,18,0,6,7,9.0,15,4,10.0,246,0,33805.0,1.46,-1
2021-09-13,144,1,17,1,6,5,10.0,16,3,9.0,211,1,31528.0,1.47,1
2021-09-14,145,0,3,1,7,2,9.0,17,2,9.0,208,0,10235.0,1.56,2
2021-09-15,146,0,3,1,4,3,9.0,18,2,8.0,198,0,10402.0,1.47,3
2021-09-16,147,0,3,0,2,3,10.0,17,4,9.0,244,0,20164.0,1.54,-1
2021-09-17,148,1,7,1,8,0,9.0,18,3,9.0,170,0,31403.0,1.61,1
2021-09-18,149,1,7,0,3,11,9.0,17,4,9.0,206,1,39088.0,1.58,-1
2021-09-19,150,1,7,0,1,11,9.0,16,4,9.0,205,1,34110.0,1.66,-2
2021-09-20,151,1,28,1,4,3,9.0,17,4,9.0,201,0,22160.0,1.48,1
2021-09-21,152,1,28,1,7,1,9.0,18,4,8.0,180,0,23335.0,1.7,2
2021-09-22,153,1,28,1,7,3,9.0,19,3,8.0,201,0,25170.0,1.78,3
2021-09-24,154,0,4,1,8,3,9.0,20,3,8.0,211,0,36026.0,2.15,4
2021-09-25,155,0,4,1,5,3,9.0,21,2,8.0,213,1,36103.0,2.29,5
2021-09-26,156,0,4,1,6,3,9.0,22,2,8.0,222,0,36312.0,2.26,6
2021-09-28,157,0,29,1,7,2,9.0,23,2,7.0,216,0,28769.0,2.12,7
2021-09-29,158,0,29,0,5,6,9.0,22,2,8.0,172,0,29601.0,1.0,-1
2021-09-30,159,0,29,1,6,2,9.0,23,2,7.0,209,0,29659.0,2.18,1
2021-10-01,160,1,27,0,3,4,9.0,22,2,8.0,205,0,41469.0,0.54,-1
2021-10-02,161,1,27,0,2,12,9.0,21,2,9.0,206,1,41648.0,1.01,-2
2021-10-03,162,1,27,1,1,0,9.0,22,2,8.0,183,1,40409.0,4.17,1
