Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,59.86000061035156,59.86000061035156,58.900001525878906,58.900001525878906,56.76579666137695,3600
2022-01-04,58.5,58.5,58.0,58.0,55.89841079711914,2100
2022-01-05,58.56999969482422,58.56999969482422,57.150001525878906,57.150001525878906,55.07920837402344,2900
2022-01-06,55.54999923706055,57.70000076293945,55.54999923706055,56.83000183105469,54.77080535888672,10800
2022-01-07,58.45000076293945,58.45000076293945,58.400001525878906,58.400001525878906,56.28391647338867,1500
2022-01-10,58.0,59.349998474121094,57.7400016784668,58.599998474121094,56.47666549682617,4400
2022-01-11,58.400001525878906,58.400001525878906,57.810001373291016,58.150001525878906,56.04297637939453,3800
2022-01-12,59.0099983215332,59.95000076293945,57.79999923706055,57.79999923706055,55.70565414428711,13100
2022-01-13,58.189998626708984,58.189998626708984,56.5,56.5,54.4527587890625,4500
2022-01-14,56.29999923706055,56.29999923706055,55.459999084472656,55.880001068115234,53.855224609375,4500
2022-01-18,55.4900016784668,55.58000183105469,55.099998474121094,55.2400016784668,53.2384147644043,7000
2022-01-19,55.900001525878906,56.220001220703125,55.15999984741211,55.15999984741211,53.16131591796875,2500
2022-01-20,55.099998474121094,55.70000076293945,54.25,54.25,52.28428649902344,9200
2022-01-21,54.25,54.279998779296875,52.689998626708984,53.029998779296875,51.108489990234375,8900
2022-01-24,54.33000183105469,55.11000061035156,53.099998474121094,55.11000061035156,53.11312484741211,3900
2022-01-25,54.150001525878906,54.150001525878906,53.439998626708984,53.439998626708984,51.503639221191406,2900
2022-01-26,54.779998779296875,54.9900016784668,53.18000030517578,53.22999954223633,51.30124282836914,4700
2022-01-27,53.40999984741211,54.0,52.77000045776367,52.77000045776367,50.857913970947266,3500
2022-01-28,51.5,55.25,51.5,53.2400016784668,51.31088638305664,5000
2022-01-31,53.77000045776367,54.5,53.540000915527344,53.880001068115234,51.927696228027344,4200
2022-02-01,53.40999984741211,54.65999984741211,52.22999954223633,53.7599983215332,51.812034606933594,3500
2022-02-02,54.68000030517578,54.68000030517578,52.779998779296875,52.779998779296875,50.8675537109375,9400
2022-02-03,52.849998474121094,53.20000076293945,52.790000915527344,52.790000915527344,50.87718200683594,3800
2022-02-04,53.40999984741211,59.20000076293945,53.40999984741211,57.150001525878906,55.07920837402344,29800
2022-02-07,58.5099983215332,59.61000061035156,56.54999923706055,58.349998474121094,56.2357292175293,21000
2022-02-08,57.119998931884766,59.79999923706055,57.119998931884766,58.54999923706055,56.4284782409668,10000
2022-02-09,59.20000076293945,61.11000061035156,57.4900016784668,57.900001525878906,55.802032470703125,20200
2022-02-10,57.4900016784668,58.5,55.650001525878906,55.849998474121094,53.82630920410156,11900
2022-02-11,55.54999923706055,56.77000045776367,55.45000076293945,55.5,53.48899841308594,5400
2022-02-14,55.70000076293945,55.86000061035156,53.45000076293945,55.150001525878906,53.151676177978516,7900
2022-02-15,55.630001068115234,59.33000183105469,55.599998474121094,58.83000183105469,56.698333740234375,25900
2022-02-16,58.75,58.77000045776367,58.060001373291016,58.54999923706055,56.4284782409668,9200
2022-02-17,58.2400016784668,58.79999923706055,55.79999923706055,56.040000915527344,54.42774200439453,9400
2022-02-18,55.220001220703125,55.43000030517578,55.220001220703125,55.380001068115234,53.7867317199707,2700
2022-02-22,55.040000915527344,56.810001373291016,55.02000045776367,55.439998626708984,53.845001220703125,7100
2022-02-23,56.2599983215332,56.369998931884766,55.75,55.75,54.146087646484375,3300
2022-02-24,55.040000915527344,56.900001525878906,53.5,56.540000915527344,54.913360595703125,16700
2022-02-25,56.900001525878906,59.0,56.900001525878906,58.849998474121094,57.15690231323242,2900
2022-02-28,60.0,60.029998779296875,58.150001525878906,58.150001525878906,56.47704315185547,3500
2022-03-01,59.150001525878906,59.5,55.5,58.11000061035156,56.438194274902344,16500
2022-03-02,58.27000045776367,60.0,58.0,59.0,57.30258560180664,14200
2022-03-03,54.7599983215332,60.29999923706055,54.7599983215332,57.36000061035156,55.70977020263672,7800
2022-03-04,56.689998626708984,57.33000183105469,55.439998626708984,56.29999923706055,54.68026351928711,3900
2022-03-07,55.529998779296875,55.75,54.61000061035156,54.66999816894531,53.0971565246582,8700
2022-03-08,55.779998779296875,58.0,55.45000076293945,55.599998474121094,54.00040054321289,22300
2022-03-09,57.189998626708984,58.4900016784668,56.599998474121094,56.599998474121094,54.97163009643555,8800
2022-03-10,55.97999954223633,57.790000915527344,54.83000183105469,56.630001068115234,55.000770568847656,11500
2022-03-11,55.290000915527344,57.779998779296875,55.290000915527344,56.20000076293945,54.5831413269043,13400
2022-03-14,55.9900016784668,57.630001068115234,54.77000045776367,56.91999816894531,55.28242492675781,28100
2022-03-15,55.20000076293945,57.29999923706055,55.20000076293945,57.13999938964844,55.496097564697266,8600
2022-03-16,59.650001525878906,59.66999816894531,56.5,56.5,54.874507904052734,4000
2022-03-17,56.58000183105469,57.0,55.56999969482422,56.70000076293945,55.068756103515625,7800
