Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,29.888999938964844,30.100000381469727,29.799999237060547,30.079999923706055,24.36537742614746,303100
2022-01-04,30.611000061035156,31.329999923706055,30.610000610351562,31.309999465942383,25.36170196533203,568100
2022-01-05,31.249000549316406,31.6299991607666,31.01799964904785,31.079999923706055,25.175397872924805,334600
2022-01-06,30.780000686645508,31.059999465942383,30.559999465942383,30.905000686645508,25.03364372253418,236300
2022-01-07,30.639999389648438,30.889999389648438,30.420000076293945,30.79199981689453,24.942110061645508,315700
2022-01-10,31.0,31.0,30.23699951171875,30.770000457763672,24.924293518066406,255200
2022-01-11,30.850000381469727,31.3700008392334,30.81999969482422,31.350000381469727,25.39410400390625,259600
2022-01-12,31.138999938964844,31.540000915527344,31.079999923706055,31.540000915527344,25.548006057739258,270600
2022-01-13,31.489999771118164,31.790000915527344,31.280000686645508,31.280000686645508,25.33740234375,369100
2022-01-14,31.18000030517578,31.709999084472656,31.079999923706055,31.59000015258789,25.58850860595703,580400
2022-01-18,30.549999237060547,30.836999893188477,30.06999969482422,30.18000030517578,24.446380615234375,555900
2022-01-19,30.670000076293945,30.700000762939453,30.049999237060547,30.190000534057617,24.45448112487793,258600
2022-01-20,30.059999465942383,30.479999542236328,30.0,30.06999969482422,24.35727882385254,362100
2022-01-21,29.239999771118164,29.479999542236328,28.969999313354492,29.18000030517578,23.636362075805664,620500
2022-01-24,27.459999084472656,28.1200008392334,27.290000915527344,28.084999084472656,22.7493896484375,756700
2022-01-25,27.649999618530273,28.209999084472656,27.399999618530273,28.059999465942383,22.72913932800293,292100
2022-01-26,29.440000534057617,29.510000228881836,28.5,28.690000534057617,23.239452362060547,266100
2022-01-27,29.209999084472656,29.219999313354492,28.299999237060547,28.5,23.085548400878906,295400
2022-01-28,28.190000534057617,28.219999313354492,27.81999969482422,28.059999465942383,22.72913932800293,312800
2022-01-31,28.389999389648438,28.780000686645508,28.31999969482422,28.739999771118164,23.279951095581055,264400
2022-02-01,29.489999771118164,29.5,29.040000915527344,29.3700008392334,23.790264129638672,214300
2022-02-02,29.700000762939453,29.700000762939453,28.93000030517578,29.132999420166016,23.598289489746094,196500
2022-02-03,29.030000686645508,29.15999984741211,28.829999923706055,28.850000381469727,23.369054794311523,156900
2022-02-04,28.329999923706055,28.479999542236328,28.0,28.33300018310547,22.950275421142578,279000
2022-02-07,28.389999389648438,28.450000762939453,27.829999923706055,27.924999237060547,22.619787216186523,245300
2022-02-08,27.850000381469727,28.0,27.65999984741211,27.84000015258789,22.550935745239258,211900
2022-02-09,29.378999710083008,29.850000381469727,29.15999984741211,29.309999465942383,23.74166488647461,337300
2022-02-10,28.829999923706055,29.469999313354492,28.709999084472656,28.770000457763672,23.30425262451172,201900
2022-02-11,29.219999313354492,29.329999923706055,28.15999984741211,28.233999252319336,22.87008285522461,260800
2022-02-14,26.940000534057617,27.3799991607666,26.8799991607666,27.139999389648438,21.983922958374023,526600
2022-02-15,28.889999389648438,29.09000015258789,28.649999618530273,28.969999313354492,23.46625518798828,293100
