Date,Gm#,Home,Opp,Win,R,RA,Inn,W-L,Rank,GB,Time,Day Game,Attendance,cLI,Streak
2017-06-02,52,0,29,0,5,7,9.0,10,1,-2.5,193,0,44261.0,1.45,-1
2017-06-03,53,0,29,1,7,0,9.0,11,1,-3.0,180,1,47226.0,1.49,1
2017-06-04,54,0,29,0,2,3,9.0,10,1,-2.0,147,1,46782.0,1.45,-1
2017-06-06,55,1,4,0,4,5,9.0,9,1,-1.0,215,0,41516.0,1.64,-2
2017-06-07,56,1,4,1,8,0,9.0,10,1,-2.0,162,0,44380.0,1.7,1
2017-06-08,57,1,4,1,9,1,9.0,11,1,-3.0,207,0,46194.0,1.7,2
2017-06-09,58,1,3,1,8,2,9.0,12,1,-3.0,165,0,46031.0,1.6,3
2017-06-10,59,1,3,1,16,3,9.0,13,1,-3.0,191,0,45232.0,1.58,4
2017-06-11,60,1,3,1,14,3,9.0,14,1,-4.0,218,1,46348.0,1.57,5
2017-06-12,61,0,13,1,5,3,9.0,15,1,-4.0,220,0,36245.0,1.36,6
2017-06-13,62,0,13,0,2,3,11.0,14,1,-3.0,254,0,33159.0,1.32,-1
2017-06-14,63,0,13,0,5,7,9.0,13,1,-2.0,203,0,43851.0,1.33,-2
2017-06-15,64,0,20,0,7,8,10.0,12,1,-2.0,269,0,21838.0,1.33,-3
2017-06-16,65,0,20,0,6,7,9.0,11,1,-1.0,193,0,30184.0,1.35,-4
2017-06-17,66,0,20,0,2,5,9.0,10,1,-1.0,197,1,31418.0,1.4,-5
2017-06-18,67,0,20,0,3,4,9.0,9,1,0.0,175,1,34140.0,1.43,-6
2017-06-20,68,1,13,0,3,8,9.0,8,2,0.5,206,0,39853.0,1.48,-7
2017-06-21,69,1,13,1,8,4,9.0,9,1,-0.5,194,0,39911.0,1.47,1
2017-06-22,70,1,13,0,5,10,9.0,8,1,0.0,204,0,43051.0,1.46,-1
2017-06-23,71,1,28,1,2,1,10.0,9,1,0.0,212,0,39602.0,1.47,1
2017-06-24,72,1,28,0,1,8,9.0,8,1,0.0,183,1,40225.0,1.53,-1
2017-06-25,73,1,28,0,6,7,9.0,7,1,0.0,200,1,46625.0,1.52,-2
2017-06-26,74,0,9,1,6,5,9.0,8,1,0.0,208,0,20339.0,1.45,1
2017-06-27,75,0,9,0,3,4,9.0,7,2,1.0,205,0,18023.0,1.45,-1
2017-06-28,76,0,9,1,12,3,9.0,8,1,0.0,231,0,15259.0,1.46,1
2017-06-29,77,0,9,0,3,4,9.0,7,2,1.0,181,0,21032.0,1.47,-1
2017-06-30,78,0,11,1,13,4,9.0,8,2,1.0,200,0,40024.0,1.51,1
2017-07-01,79,0,11,0,6,7,9.0,7,2,2.0,205,0,41010.0,1.44,-1
2017-07-02,80,0,11,0,1,8,9.0,6,2,3.0,209,1,41761.0,1.44,-2
2017-07-03,81,1,29,1,6,3,9.0,7,2,3.0,191,0,46616.0,1.46,1
2017-07-04,82,1,29,0,1,4,9.0,6,2,4.0,188,1,44018.0,1.44,-1
2017-07-05,83,1,29,0,6,7,9.0,5,2,4.0,208,1,38691.0,1.41,-2
2017-07-07,84,1,16,0,4,9,9.0,4,2,4.5,237,0,43472.0,1.37,-3
2017-07-08,85,1,16,1,5,3,9.0,5,2,3.5,156,1,40224.0,1.31,1
2017-07-09,86,1,16,0,3,5,9.0,4,2,3.5,239,1,43952.0,1.37,-1
2017-07-14,87,0,4,0,4,5,9.0,3,3,4.5,207,0,37570.0,1.68,-2
2017-07-15,88,0,4,1,4,1,16.0,4,3,3.5,350,1,36936.0,1.62,1
2017-07-16,90,0,4,0,0,3,9.0,4,3,3.5,179,0,36719.0,1.82,-1
2017-07-17,91,0,17,0,2,4,9.0,3,3,3.5,182,0,27566.0,1.42,-2
2017-07-18,92,0,17,1,6,3,9.0,4,3,3.5,208,0,33114.0,1.43,1
2017-07-19,93,0,17,0,1,6,9.0,3,3,4.5,178,1,33380.0,1.43,-1
2017-07-20,94,0,24,1,4,1,9.0,4,3,3.5,194,0,35175.0,1.44,1
2017-07-21,95,0,24,1,5,1,9.0,5,2,3.5,170,0,34073.0,1.49,2
2017-07-22,96,0,24,0,5,6,10.0,4,2,3.5,208,0,46197.0,1.56,-1
2017-07-23,97,0,24,1,6,4,9.0,5,2,2.5,193,1,38503.0,1.59,1
2017-07-25,98,1,6,1,4,2,9.0,6,2,1.0,158,0,44268.0,1.58,2
2017-07-26,99,1,6,1,9,5,9.0,7,2,1.0,172,1,42421.0,1.61,3
2017-07-27,100,1,27,1,6,5,11.0,8,2,0.5,236,0,44033.0,1.94,4
2017-07-28,101,1,27,1,6,1,9.0,9,1,-0.5,143,0,40470.0,1.92,5
2017-07-29,102,1,27,1,5,4,9.0,10,1,-0.5,202,1,43015.0,1.89,6
2017-07-30,103,1,27,0,3,5,9.0,9,1,-0.5,231,1,41547.0,1.82,-1
2017-07-31,104,1,10,1,7,3,9.0,10,1,-0.5,203,0,39904.0,1.65,1
2017-08-01,105,1,10,0,3,4,9.0,9,2,0.5,179,0,43238.0,1.59,-1
2017-08-02,106,1,10,0,0,2,9.0,8,2,1.0,172,1,43379.0,1.63,-2
2017-08-03,107,0,7,0,1,5,9.0,7,2,2.0,148,0,28124.0,1.78,-3
2017-08-04,108,0,7,0,2,7,9.0,6,2,3.0,178,0,34466.0,1.71,-4
2017-08-05,109,0,7,1,2,1,9.0,7,2,3.0,178,0,34651.0,1.71,1
2017-08-06,110,0,7,1,8,1,9.0,8,2,3.0,176,1,33044.0,1.75,2
2017-08-08,111,0,29,0,2,4,9.0,7,2,4.0,170,0,41596.0,1.68,-1
2017-08-09,112,0,29,1,11,5,9.0,8,2,4.0,224,0,39554.0,1.63,1
2017-08-10,113,0,29,0,0,4,9.0,7,2,4.5,175,0,43212.0,1.6,-1
2017-08-11,114,1,4,1,5,4,9.0,8,2,3.5,220,0,46509.0,2.1,1
2017-08-12,115,1,4,0,5,10,9.0,7,2,4.5,193,1,47241.0,2.2,-1
2017-08-13,116,1,4,0,2,3,10.0,6,2,5.5,220,0,46610.0,2.05,-2
2017-08-14,117,1,18,1,4,2,9.0,7,2,4.5,183,0,45619.0,1.53,1
2017-08-15,118,1,18,1,5,4,9.0,8,2,4.5,187,0,46474.0,1.61,2
2017-08-16,119,0,18,1,5,3,9.0,9,2,4.5,193,0,42260.0,1.56,3
2017-08-17,120,0,18,1,7,5,9.0,10,2,4.0,175,0,42549.0,1.53,4
2017-08-18,121,0,4,0,6,9,9.0,9,2,5.0,249,0,36784.0,2.17,-1
2017-08-19,122,0,4,1,4,3,9.0,10,2,4.0,189,0,37274.0,2.05,1
2017-08-20,123,0,4,0,1,5,9.0,9,2,5.0,216,1,36911.0,2.25,-1
2017-08-22,124,0,10,1,13,4,9.0,10,2,4.5,194,0,27818.0,1.62,1
2017-08-23,125,0,10,1,10,2,9.0,11,2,4.5,175,0,29695.0,1.61,2
2017-08-24,126,0,10,0,6,10,9.0,10,2,4.5,253,1,32622.0,1.49,-1
2017-08-25,127,1,24,0,1,2,11.0,9,2,4.5,231,0,42057.0,1.72,-2
2017-08-26,128,1,24,1,6,3,9.0,10,2,3.5,205,1,39810.0,1.8,1
2017-08-27,129,1,24,1,10,1,9.0,11,2,2.5,177,1,40112.0,1.8,2
2017-08-28,130,1,7,0,2,6,9.0,10,2,3.5,162,0,36253.0,1.68,-1
2017-08-30,132,1,7,0,4,9,9.0,8,2,5.5,184,0,39598.0,1.66,-3
2017-08-31,133,1,4,1,6,2,9.0,9,2,4.5,224,0,43309.0,1.97,1
2017-09-01,134,1,4,0,1,4,9.0,8,2,5.5,164,0,42332.0,2.15,-1
2017-09-02,135,1,4,1,5,1,9.0,9,2,4.5,178,1,46536.0,1.94,1
2017-09-03,136,1,4,1,9,2,9.0,10,2,3.5,226,0,46717.0,2.14,2
2017-09-04,137,0,3,1,7,4,9.0,11,2,2.5,205,1,37622.0,1.92,3
2017-09-05,138,0,3,0,6,7,9.0,10,2,3.5,214,0,14377.0,1.97,-1
2017-09-07,139,0,3,1,9,1,9.0,11,2,3.5,199,1,14946.0,1.84,1
2017-09-08,140,0,28,0,5,11,9.0,10,2,4.5,203,0,35883.0,1.74,-1
2017-09-09,141,0,28,1,3,1,9.0,11,2,4.5,177,1,38135.0,1.71,1
2017-09-10,142,0,28,1,16,7,9.0,12,2,3.5,223,1,31349.0,1.38,2
2017-09-11,143,0,27,1,5,1,9.0,13,2,3.0,208,0,15327.0,1.37,3
2017-09-12,144,0,27,0,1,2,9.0,12,2,4.0,156,0,21024.0,1.3,-1
2017-09-13,145,0,27,1,3,2,9.0,13,2,3.0,220,1,13159.0,1.12,1
2017-09-14,146,1,3,1,13,5,9.0,14,2,3.0,194,0,37128.0,1.31,2
2017-09-15,147,1,3,1,8,2,9.0,15,2,3.0,158,0,40460.0,1.15,3
2017-09-16,148,1,3,1,9,3,9.0,16,2,3.0,217,1,40114.0,1.03,4
2017-09-17,149,1,3,0,4,6,9.0,15,2,3.0,195,1,38189.0,0.98,-1
2017-09-18,150,1,17,1,2,1,9.0,16,2,3.0,196,0,30425.0,1.0,1
2017-09-19,151,1,17,1,5,2,9.0,17,2,3.0,210,0,30218.0,0.91,2
2017-09-20,152,1,17,1,11,3,9.0,18,2,3.0,200,1,30099.0,0.8,3
2017-09-22,153,0,29,0,1,8,9.0,17,2,4.0,152,0,42153.0,0.73,-1
2017-09-23,154,0,29,1,5,1,9.0,18,2,4.0,174,1,46949.0,0.34,1
2017-09-24,155,0,29,0,5,9,9.0,17,2,5.0,197,1,47394.0,0.3,-1
2017-09-25,156,1,12,1,11,3,9.0,18,2,4.0,171,1,40023.0,0.09,1
2017-09-26,157,1,27,1,6,1,9.0,19,2,3.0,191,0,30434.0,0.17,2
2017-09-27,158,1,27,1,6,1,9.0,20,2,3.0,199,0,30549.0,0.44,3
2017-09-28,159,1,27,0,6,9,9.0,19,2,3.0,209,0,32933.0,0.33,-1
2017-09-29,160,1,29,1,4,0,9.0,20,2,2.0,171,1,35735.0,0.17,1
2017-09-30,161,1,29,1,2,1,9.0,21,2,2.0,177,1,39457.0,0.59,2
2017-10-01,162,1,29,0,1,2,9.0,20,2,2.0,148,1,37428.0,0.05,-1
